"category","country","unit","year","value"
"Total vegetable oils 1/","Mexico","Million dollars","2008","75.5"
"Total vegetable oils 1/","Mexico","Million dollars","2007","61.1"
"Total vegetable oils 1/","Mexico","Million dollars","2006","46.3"
"Total vegetable oils 1/","Mexico","Million dollars","2005","42.7"
"Total vegetable oils 1/","Mexico","Million dollars","2004","29.9"
"Total vegetable oils 1/","Mexico","Million dollars","2003","23.3"
"Total vegetable oils 1/","Mexico","Million dollars","2002","17.2"
"Total vegetable oils 1/","Mexico","Million dollars","2001","19.100000000000001"
"Total vegetable oils 1/","Mexico","Million dollars","2000","15.9"
"Total vegetable oils 1/","Mexico","Million dollars","1999","21.8"
"Total vegetable oils 1/","Philippines","Million dollars","2023","359.9"
"Total vegetable oils 1/","Philippines","Million dollars","2022","604.29999999999995"
"Total vegetable oils 1/","Philippines","Million dollars","2021","530.20000000000005"
"Total vegetable oils 1/","Philippines","Million dollars","2020","344.1"
"Total vegetable oils 1/","Philippines","Million dollars","2019","353.3"
"Total vegetable oils 1/","Philippines","Million dollars","2018","534.5"
"Total vegetable oils 1/","Philippines","Million dollars","2017","555.4"
"Total vegetable oils 1/","Philippines","Million dollars","2016","497.7"
"Total vegetable oils 1/","Philippines","Million dollars","2015","531.9"
"Total vegetable oils 1/","Philippines","Million dollars","2014","548"
"Total vegetable oils 1/","Philippines","Million dollars","2013","455.9"
"Total vegetable oils 1/","Philippines","Million dollars","2012","531.5"
"Total vegetable oils 1/","Philippines","Million dollars","2011","603"
"Total vegetable oils 1/","Philippines","Million dollars","2010","445.8"
"Total vegetable oils 1/","Philippines","Million dollars","2009","265"
"Total vegetable oils 1/","Philippines","Million dollars","2008","469.9"
"Total vegetable oils 1/","Philippines","Million dollars","2007","313.89999999999998"
"Total vegetable oils 1/","Philippines","Million dollars","2006","221"
"Total vegetable oils 1/","Philippines","Million dollars","2005","191.2"
"Total vegetable oils 1/","Philippines","Million dollars","2004","201.8"
"Total vegetable oils 1/","Philippines","Million dollars","2003","135.4"
"Total vegetable oils 1/","Philippines","Million dollars","2002","137.69999999999999"
"Total vegetable oils 1/","Philippines","Million dollars","2001","143.30000000000001"
"Total vegetable oils 1/","Philippines","Million dollars","2000","189.2"
"Total vegetable oils 1/","Philippines","Million dollars","1999","167.5"
"Total vegetable oils 1/","Turkey","Million dollars","2023","287.10000000000002"
"Total vegetable oils 1/","Turkey","Million dollars","2022","132.4"
"Total vegetable oils 1/","Turkey","Million dollars","2021","93"
"Total vegetable oils 1/","Turkey","Million dollars","2020","63.7"
"Total vegetable oils 1/","Turkey","Million dollars","2019","58.6"
"Total vegetable oils 1/","Turkey","Million dollars","2018","110.6"
"Total vegetable oils 1/","Turkey","Million dollars","2017","69.400000000000006"
"Total vegetable oils 1/","Turkey","Million dollars","2016","23.2"
"Total vegetable oils 1/","Turkey","Million dollars","2015","18"
"Total vegetable oils 1/","Turkey","Million dollars","2014","16.5"
"Total vegetable oils 1/","Turkey","Million dollars","2013","98.7"
"Total vegetable oils 1/","Turkey","Million dollars","2012","14.6"
"Total vegetable oils 1/","Turkey","Million dollars","2011","5.7"
"Total vegetable oils 1/","Turkey","Million dollars","2010","21.5"
"Total vegetable oils 1/","Turkey","Million dollars","2009","23.9"
"Total vegetable oils 1/","Turkey","Million dollars","2008","14.6"
"Total vegetable oils 1/","Turkey","Million dollars","2007","42.2"
"Total vegetable oils 1/","Turkey","Million dollars","2006","41.8"
"Total vegetable oils 1/","Turkey","Million dollars","2005","55.7"
"Total vegetable oils 1/","Turkey","Million dollars","2004","27.9"
"Total vegetable oils 1/","Turkey","Million dollars","2003","35.299999999999997"
"Total vegetable oils 1/","Turkey","Million dollars","2002","12.1"
"Total vegetable oils 1/","Turkey","Million dollars","2001","22.2"
"Total vegetable oils 1/","Turkey","Million dollars","2000","13"
"Total vegetable oils 1/","Turkey","Million dollars","1999","27.9"
"Total vegetable oils 1/","Rest of world","Million dollars","2023","1505.5"
"Total vegetable oils 1/","Rest of world","Million dollars","2022","1768.5"
"Total vegetable oils 1/","Rest of world","Million dollars","2021","1478.9"
"Total vegetable oils 1/","Rest of world","Million dollars","2020","1557.7"
"Total vegetable oils 1/","Rest of world","Million dollars","2019","1131.5999999999999"
"Total vegetable oils 1/","Rest of world","Million dollars","2018","1311.1"
"Total vegetable oils 1/","Rest of world","Million dollars","2017","1110.8"
"Total vegetable oils 1/","Rest of world","Million dollars","2016","1128.9000000000001"
"Total vegetable oils 1/","Rest of world","Million dollars","2015","1410.5"
"Total vegetable oils 1/","Rest of world","Million dollars","2014","1330.2"
"Total vegetable oils 1/","Rest of world","Million dollars","2013","1587.4"
"Total vegetable oils 1/","Rest of world","Million dollars","2012","1824.2"
"Total vegetable oils 1/","Rest of world","Million dollars","2011","2135.8000000000002"
"Total vegetable oils 1/","Rest of world","Million dollars","2010","1413.2"
"Total vegetable oils 1/","Rest of world","Million dollars","2009","1169.3"
"Total vegetable oils 1/","Rest of world","Million dollars","2008","1634.7"
"Total vegetable oils 1/","Rest of world","Million dollars","2007","1005.1"
"Total vegetable oils 1/","Rest of world","Million dollars","2006","746.3"
"Total vegetable oils 1/","Rest of world","Million dollars","2005","573.9"
"Total vegetable oils 1/","Rest of world","Million dollars","2004","613.4"
"Total vegetable oils 1/","Rest of world","Million dollars","2003","331.1"
"Total vegetable oils 1/","Rest of world","Million dollars","2002","258.39999999999998"
"Total vegetable oils 1/","Rest of world","Million dollars","2001","200.7"
"Total vegetable oils 1/","Rest of world","Million dollars","2000","212.4"
"Total vegetable oils 1/","Rest of world","Million dollars","1999","250.9"
"Total vegetable oils 1/","World","Million dollars","2023","11350.6"
"Total vegetable oils 1/","World","Million dollars","2022","11455.3"
"Total vegetable oils 1/","World","Million dollars","2021","8485.5"
"Total vegetable oils 1/","World","Million dollars","2020","5679.8"
"Total vegetable oils 1/","World","Million dollars","2019","5370.9"
"Total vegetable oils 1/","World","Million dollars","2018","6009.6"
"Total vegetable oils 1/","World","Million dollars","2017","6199.9"
"Total vegetable oils 1/","World","Million dollars","2016","5519.4"
"Total vegetable oils 1/","World","Million dollars","2015","5120.7"
"Total vegetable oils 1/","World","Million dollars","2014","5243.5"
"Total vegetable oils 1/","World","Million dollars","2013","5136.5"
"Total vegetable oils 1/","World","Million dollars","2012","5318.8"
"Total vegetable oils 1/","World","Million dollars","2011","5931.5"
"Total vegetable oils 1/","World","Million dollars","2010","3824.5"
"Total vegetable oils 1/","World","Million dollars","2009","3336.4"
"Total vegetable oils 1/","World","Million dollars","2008","4678.2"
"Total vegetable oils 1/","World","Million dollars","2007","2957.5"
"Total vegetable oils 1/","World","Million dollars","2006","2422.8000000000002"
"Total vegetable oils 1/","World","Million dollars","2005","2015.4"
"Total vegetable oils 1/","World","Million dollars","2004","1896"
"Total vegetable oils 1/","World","Million dollars","2003","1286"
"Total vegetable oils 1/","World","Million dollars","2002","1087.3"
"Total vegetable oils 1/","World","Million dollars","2001","945"
"Total vegetable oils 1/","World","Million dollars","2000","1113.2"
"Total vegetable oils 1/","World","Million dollars","1999","1114.5999999999999"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2023","6605.2"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2022","5766.2"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2021","5366.1"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2020","4889.5"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2019","4955.8999999999996"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2018","4867.5"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2017","4875"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2016","4723.3999999999996"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2015","4332.6000000000004"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2014","4136.3999999999996"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2013","4028.6"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2012","3739.1"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2011","3925.6"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2010","3363.6"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2009","3192.5"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2008","3267.9"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2007","2691.4"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2006","2467.9"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2005","1984"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2004","1917.2"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2003","1514"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2002","1620.1"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2001","1585.4"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","2000","1556.1"
"Total vegetable oils 1/","World (quantity)","1,000 metric tons","1999","1363.8"
"Crude vegetable oils","Canada","Million dollars","2023","1290.5999999999999"
"Crude vegetable oils","Canada","Million dollars","2022","865.9"
"Crude vegetable oils","Canada","Million dollars","2021","520"
"Crude vegetable oils","Canada","Million dollars","2020","188.6"
"Crude vegetable oils","Canada","Million dollars","2019","220.9"
"Crude vegetable oils","Canada","Million dollars","2018","247.2"
"Crude vegetable oils","Canada","Million dollars","2017","387.7"
"Crude vegetable oils","Canada","Million dollars","2016","402.9"
"Crude vegetable oils","Canada","Million dollars","2015","356.8"
"Crude vegetable oils","Canada","Million dollars","2014","464"
"Crude vegetable oils","Canada","Million dollars","2013","371"
"Crude vegetable oils","Canada","Million dollars","2012","498.4"
"Crude vegetable oils","Canada","Million dollars","2011","715.4"
"Crude vegetable oils","Canada","Million dollars","2010","377.1"
"Crude vegetable oils","Canada","Million dollars","2009","369"
"Crude vegetable oils","Canada","Million dollars","2008","539.5"
"Crude vegetable oils","Canada","Million dollars","2007","230.1"
"Crude vegetable oils","Canada","Million dollars","2006","161.30000000000001"
"Crude vegetable oils","Canada","Million dollars","2005","78.400000000000006"
"Crude vegetable oils","Canada","Million dollars","2004","59.6"
"Crude vegetable oils","Canada","Million dollars","2003","50.8"
"Crude vegetable oils","Canada","Million dollars","2002","41"
"Crude vegetable oils","Canada","Million dollars","2001","3.2"
"Crude vegetable oils","Canada","Million dollars","2000","2.8"
"Crude vegetable oils","Canada","Million dollars","1999","2.9"
"Crude vegetable oils","Philippines","Million dollars","2023","150"
"Crude vegetable oils","Philippines","Million dollars","2022","228.4"
"Crude vegetable oils","Philippines","Million dollars","2021","197.1"
"Crude vegetable oils","Philippines","Million dollars","2020","134"
"Crude vegetable oils","Philippines","Million dollars","2019","125"
"Crude vegetable oils","Philippines","Million dollars","2018","197.2"
"Crude vegetable oils","Philippines","Million dollars","2017","156.19999999999999"
"Crude vegetable oils","Philippines","Million dollars","2016","133.30000000000001"
"Crude vegetable oils","Philippines","Million dollars","2015","163.4"
"Crude vegetable oils","Philippines","Million dollars","2014","200.2"
"Crude vegetable oils","Philippines","Million dollars","2013","149.19999999999999"
"Crude vegetable oils","Philippines","Million dollars","2012","165.4"
"Crude vegetable oils","Philippines","Million dollars","2011","261.3"
"Crude vegetable oils","Philippines","Million dollars","2010","238"
"Crude vegetable oils","Philippines","Million dollars","2009","143.5"
"Crude vegetable oils","Philippines","Million dollars","2008","267.8"
"Crude vegetable oils","Philippines","Million dollars","2007","184.2"
"Crude vegetable oils","Philippines","Million dollars","2006","122.2"
"Crude vegetable oils","Philippines","Million dollars","2005","108"
"Crude vegetable oils","Philippines","Million dollars","2004","145.80000000000001"
"Crude vegetable oils","Philippines","Million dollars","2003","89.7"
"Crude vegetable oils","Philippines","Million dollars","2002","94.3"
"Crude vegetable oils","Philippines","Million dollars","2001","100.4"
"Crude vegetable oils","Philippines","Million dollars","2000","128.69999999999999"
"Crude vegetable oils","Philippines","Million dollars","1999","116.9"
"Crude vegetable oils","Argentina","Million dollars","2023","52.3"
"Crude vegetable oils","Argentina","Million dollars","2022","58.4"
"Crude vegetable oils","Argentina","Million dollars","2021","49.9"
"Crude vegetable oils","Argentina","Million dollars","2020","15.2"
"Crude vegetable oils","Argentina","Million dollars","2019","17.5"
"Crude vegetable oils","Argentina","Million dollars","2018","29.7"
"Crude vegetable oils","Argentina","Million dollars","2017","23.4"
"Crude vegetable oils","Argentina","Million dollars","2016","32.1"
"Crude vegetable oils","Argentina","Million dollars","2015","57.1"
"Crude vegetable oils","Argentina","Million dollars","2014","21.4"
"Crude vegetable oils","Argentina","Million dollars","2013","29.7"
"Crude vegetable oils","Argentina","Million dollars","2012","73.2"
"Crude vegetable oils","Argentina","Million dollars","2011","64.5"
"Crude vegetable oils","Argentina","Million dollars","2010","30.6"
"Crude vegetable oils","Argentina","Million dollars","2009","26.5"
"Crude vegetable oils","Argentina","Million dollars","2008","51.1"
"Crude vegetable oils","Argentina","Million dollars","2007","39.1"
"Crude vegetable oils","Argentina","Million dollars","2006","31.6"
"Crude vegetable oils","Argentina","Million dollars","2005","30.2"
"Crude vegetable oils","Argentina","Million dollars","2004","35"
"Crude vegetable oils","Argentina","Million dollars","2003","11.9"
"Crude vegetable oils","Argentina","Million dollars","2002","20.2"
"Crude vegetable oils","Argentina","Million dollars","2001","9.9"
"Crude vegetable oils","Argentina","Million dollars","2000","11.1"
"Crude vegetable oils","Argentina","Million dollars","1999","4.5"
"Crude vegetable oils","Mexico","Million dollars","2023","46.7"
"Crude vegetable oils","Mexico","Million dollars","2022","27.2"
"Crude vegetable oils","Mexico","Million dollars","2021","25.6"
"Crude vegetable oils","Mexico","Million dollars","2020","20.3"
"Crude vegetable oils","Mexico","Million dollars","2019","20.3"
"Crude vegetable oils","Mexico","Million dollars","2018","17.600000000000001"
"Crude vegetable oils","Mexico","Million dollars","2017","11.7"
"Crude vegetable oils","Mexico","Million dollars","2016","16"
"Crude vegetable oils","Mexico","Million dollars","2015","26"
"Crude vegetable oils","Mexico","Million dollars","2014","31"
"Crude vegetable oils","Mexico","Million dollars","2013","21.7"
"Crude vegetable oils","Mexico","Million dollars","2012","18.2"
"Crude vegetable oils","Mexico","Million dollars","2011","12.7"
"Crude vegetable oils","Mexico","Million dollars","2010","23.6"
"Crude vegetable oils","Mexico","Million dollars","2009","20.7"
"Crude vegetable oils","Mexico","Million dollars","2008","34.700000000000003"
"Crude vegetable oils","Mexico","Million dollars","2007","29.4"
"Crude vegetable oils","Mexico","Million dollars","2006","20.2"
"Crude vegetable oils","Mexico","Million dollars","2005","21.5"
"Crude vegetable oils","Mexico","Million dollars","2004","11.2"
"Crude vegetable oils","Mexico","Million dollars","2003","10.6"
"Crude vegetable oils","Mexico","Million dollars","2002","8.6"
"Crude vegetable oils","Mexico","Million dollars","2001","10.6"
"Crude vegetable oils","Mexico","Million dollars","2000","8.6"
"Crude vegetable oils","Mexico","Million dollars","1999","15.8"
"Crude vegetable oils","Indonesia","Million dollars","2023","32.4"
"Crude vegetable oils","Indonesia","Million dollars","2022","68.7"
"Crude vegetable oils","Indonesia","Million dollars","2021","51.3"
"Crude vegetable oils","Indonesia","Million dollars","2020","33.299999999999997"
"Crude vegetable oils","Indonesia","Million dollars","2019","39.6"
"Crude vegetable oils","Indonesia","Million dollars","2018","64.8"
"Crude vegetable oils","Indonesia","Million dollars","2017","113.2"
"Crude vegetable oils","Indonesia","Million dollars","2016","127.1"
"Crude vegetable oils","Indonesia","Million dollars","2015","107.5"
"Crude vegetable oils","Indonesia","Million dollars","2014","120.3"
"Crude vegetable oils","Indonesia","Million dollars","2013","88.5"
"Crude vegetable oils","Indonesia","Million dollars","2012","93.2"
"Crude vegetable oils","Indonesia","Million dollars","2011","209.9"
"Crude vegetable oils","Indonesia","Million dollars","2010","47.8"
"Crude vegetable oils","Indonesia","Million dollars","2009","103.8"
"Crude vegetable oils","Indonesia","Million dollars","2008","141.1"
"Crude vegetable oils","Indonesia","Million dollars","2007","46.7"
"Crude vegetable oils","Indonesia","Million dollars","2006","23.5"
"Crude vegetable oils","Indonesia","Million dollars","2005","46.7"
"Crude vegetable oils","Indonesia","Million dollars","2004","17.8"
"Crude vegetable oils","Indonesia","Million dollars","2003","12.9"
"Crude vegetable oils","Indonesia","Million dollars","2002","20.3"
"Crude vegetable oils","Indonesia","Million dollars","2001","14.7"
"Crude vegetable oils","Indonesia","Million dollars","2000","53.5"
"Crude vegetable oils","Indonesia","Million dollars","1999","39.5"
"Crude vegetable oils","Spain","Million dollars","2023","23.5"
"Crude vegetable oils","Spain","Million dollars","2022","21"
"Crude vegetable oils","Spain","Million dollars","2021","1.6"
"Crude vegetable oils","Spain","Million dollars","2020","2.8"
"Crude vegetable oils","Spain","Million dollars","2019","0.5"
"Crude vegetable oils","Spain","Million dollars","2018","0.5"
"Crude vegetable oils","Spain","Million dollars","2017","1.2"
"Crude vegetable oils","Spain","Million dollars","2016","2.2999999999999998"
"Crude vegetable oils","Spain","Million dollars","2015","1.2"
"Crude vegetable oils","Spain","Million dollars","2014","0"
"Crude vegetable oils","Spain","Million dollars","2013","0"
"Crude vegetable oils","Spain","Million dollars","2012","0.1"
"Crude vegetable oils","Spain","Million dollars","2011","0.1"
"Crude vegetable oils","Spain","Million dollars","2010","0"
"Crude vegetable oils","Spain","Million dollars","2009","0.1"
"Crude vegetable oils","Spain","Million dollars","2008","0.1"
"Crude vegetable oils","Spain","Million dollars","2007","0.1"
"Crude vegetable oils","Spain","Million dollars","2006","0.1"
"Crude vegetable oils","Spain","Million dollars","2005","0.1"
"Crude vegetable oils","Spain","Million dollars","2004","0"
"Crude vegetable oils","Spain","Million dollars","2003","0.1"
"Crude vegetable oils","Spain","Million dollars","2002","0"
"Crude vegetable oils","Spain","Million dollars","2001","0"
"Crude vegetable oils","Spain","Million dollars","2000","0"
"Crude vegetable oils","Spain","Million dollars","1999","0.1"
"Crude vegetable oils","Rest of world","Million dollars","2023","86.900000000000105"
"Crude vegetable oils","Rest of world","Million dollars","2022","277.2"
"Crude vegetable oils","Rest of world","Million dollars","2021","126.7"
"Crude vegetable oils","Rest of world","Million dollars","2020","116.6"
"Crude vegetable oils","Rest of world","Million dollars","2019","42.1"
"Crude vegetable oils","Rest of world","Million dollars","2018","55.6"
"Crude vegetable oils","Rest of world","Million dollars","2017","53.800000000000097"
"Crude vegetable oils","Rest of world","Million dollars","2016","38.1"
"Crude vegetable oils","Rest of world","Million dollars","2015","103.6"
"Crude vegetable oils","Rest of world","Million dollars","2014","71.5"
"Crude vegetable oils","Rest of world","Million dollars","2013","83.9"
"Crude vegetable oils","Rest of world","Million dollars","2012","44.6"
"Crude vegetable oils","Rest of world","Million dollars","2011","43.3"
"Crude vegetable oils","Rest of world","Million dollars","2010","40.9"
"Crude vegetable oils","Rest of world","Million dollars","2009","27.8"
"Crude vegetable oils","Rest of world","Million dollars","2008","58.900000000000098"
"Crude vegetable oils","Rest of world","Million dollars","2007","41.699999999999903"
"Crude vegetable oils","Rest of world","Million dollars","2006","50.4"
"Crude vegetable oils","Rest of world","Million dollars","2005","28.3"
"Crude vegetable oils","Rest of world","Million dollars","2004","138.6"
"Crude vegetable oils","Rest of world","Million dollars","2003","23.6"
"Crude vegetable oils","Rest of world","Million dollars","2002","22.8"
"Crude vegetable oils","Rest of world","Million dollars","2001","12"
"Crude vegetable oils","Rest of world","Million dollars","2000","5.3000000000000096"
"Crude vegetable oils","Rest of world","Million dollars","1999","6.6999999999999904"
"Crude vegetable oils","World","Million dollars","2023","1682.4"
"Crude vegetable oils","World","Million dollars","2022","1546.8"
"Crude vegetable oils","World","Million dollars","2021","972.2"
"Crude vegetable oils","World","Million dollars","2020","510.8"
"Crude vegetable oils","World","Million dollars","2019","465.9"
"Crude vegetable oils","World","Million dollars","2018","612.6"
"Crude vegetable oils","World","Million dollars","2017","747.2"
"Crude vegetable oils","World","Million dollars","2016","751.8"
"Crude vegetable oils","World","Million dollars","2015","815.6"
"Crude vegetable oils","World","Million dollars","2014","908.4"
"Crude vegetable oils","World","Million dollars","2013","744"
"Crude vegetable oils","World","Million dollars","2012","893.1"
"Crude vegetable oils","World","Million dollars","2011","1307.2"
"Crude vegetable oils","World","Million dollars","2010","758"
"Crude vegetable oils","World","Million dollars","2009","691.4"
"Crude vegetable oils","World","Million dollars","2008","1093.2"
"Crude vegetable oils","World","Million dollars","2007","571.29999999999995"
