"category","country","unit","year","value"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2013","967.9"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2012","948.9"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2011","893.4"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2010","718"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2009","614.1"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2008","742.8"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2007","659.5"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2006","706.4"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2005","784.8"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2004","769"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2003","619.29999999999995"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2002","583.79999999999995"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2001","575"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","2000","515.6"
"Total red meats, fresh and frozen 1/","New Zealand","Million dollars","1999","417.9"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2023","477.9"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2022","557.1"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2021","361.5"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2020","126.7"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2019","27"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2018","23.1"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2017","56.6"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2016","10.1"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2015","0.6"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2014","0.1"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2013","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2012","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2011","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2010","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2009","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2008","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2007","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2006","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2005","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2004","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2003","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2002","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2001","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","2000","0"
"Total red meats, fresh and frozen 1/","Brazil","Million dollars","1999","0"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2023","323.89999999999998"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2022","302.60000000000002"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2021","253.4"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2020","265.10000000000002"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2019","209.8"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2018","192.3"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2017","196.8"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2016","200.8"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2015","260.2"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2014","170.4"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2013","139.6"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2012","117.9"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2011","74.2"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2010","72.5"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2009","91.5"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2008","87.2"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2007","284.60000000000002"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2006","247.8"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2005","417.4"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2004","302.89999999999998"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2003","59.2"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2002","0"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2001","27.5"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","2000","46.7"
"Total red meats, fresh and frozen 1/","Uruguay","Million dollars","1999","45.1"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2023","298.8"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2022","355"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2021","375.9"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2020","318.5"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2019","296.39999999999998"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2018","237.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2017","206.9"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2016","170"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2015","185"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2014","230.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2013","127.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2012","140"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2011","164.8"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2010","104.9"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2009","78.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2008","101.7"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2007","80.5"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2006","56.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2005","56.6"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2004","57.2"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2003","36.4"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2002","32.9"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2001","29.4"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","2000","22"
"Total red meats, fresh and frozen 1/","Nicaragua","Million dollars","1999","14.4"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2023","599.99999999999795"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2022","805.5"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2021","764.30000000000098"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2020","546.79999999999995"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2019","474.3"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2018","565.29999999999995"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2017","563.29999999999995"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2016","432.4"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2015","398.19999999999902"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2014","388.50000000000102"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2013","282.89999999999998"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2012","275.7"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2011","249.5"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2010","224"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2009","211.9"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2008","232.1"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2007","222.3"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2006","200.9"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2005","222.3"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2004","246.1"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2003","200.3"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2002","170.5"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2001","191"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","2000","240.2"
"Total red meats, fresh and frozen 1/","Rest of world","Million dollars","1999","210.6"
"Total red meats, fresh and frozen 1/","World","Million dollars","2023","11415.8"
"Total red meats, fresh and frozen 1/","World","Million dollars","2022","11598.1"
"Total red meats, fresh and frozen 1/","World","Million dollars","2021","10952.1"
"Total red meats, fresh and frozen 1/","World","Million dollars","2020","8690.1"
"Total red meats, fresh and frozen 1/","World","Million dollars","2019","8048"
"Total red meats, fresh and frozen 1/","World","Million dollars","2018","7719.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2017","7520.4"
"Total red meats, fresh and frozen 1/","World","Million dollars","2016","7203.2"
"Total red meats, fresh and frozen 1/","World","Million dollars","2015","8606.2999999999993"
"Total red meats, fresh and frozen 1/","World","Million dollars","2014","7786.6"
"Total red meats, fresh and frozen 1/","World","Million dollars","2013","5421.5"
"Total red meats, fresh and frozen 1/","World","Million dollars","2012","5205.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2011","4727.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2010","4223.6000000000004"
"Total red meats, fresh and frozen 1/","World","Million dollars","2009","3656.1"
"Total red meats, fresh and frozen 1/","World","Million dollars","2008","4004.9"
"Total red meats, fresh and frozen 1/","World","Million dollars","2007","4274.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2006","4225.6000000000004"
"Total red meats, fresh and frozen 1/","World","Million dollars","2005","4820.7"
"Total red meats, fresh and frozen 1/","World","Million dollars","2004","4786.5"
"Total red meats, fresh and frozen 1/","World","Million dollars","2003","3620.9"
"Total red meats, fresh and frozen 1/","World","Million dollars","2002","3602.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2001","3634.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","2000","3215.3"
"Total red meats, fresh and frozen 1/","World","Million dollars","1999","2672.9"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2023","1822.6"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2022","1832.1"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2021","1746.7"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2020","1597.9"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2019","1527.6"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2018","1563.3"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2017","1604.4"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2016","1563.3"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2015","1690.6"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2014","1519.5"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2013","1201.8"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2012","1149.2"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2011","1079.4000000000001"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2010","1179.4000000000001"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2009","1225.3"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2008","1175.8"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2007","1363.8"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2006","1372"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2005","1560.4"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2004","1598.3"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2003","1423.6"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2002","1483.3"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2001","1441.6"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","2000","1383.2"
"Total red meats, fresh and frozen 1/","World (quantity)","1,000 metric tons","1999","1248.4000000000001"
"Fresh or chilled red meats 2/","Canada","Million dollars","2023","3429.8"
"Fresh or chilled red meats 2/","Canada","Million dollars","2022","3261.2"
"Fresh or chilled red meats 2/","Canada","Million dollars","2021","3090.1"
"Fresh or chilled red meats 2/","Canada","Million dollars","2020","2181.9"
"Fresh or chilled red meats 2/","Canada","Million dollars","2019","2113.3000000000002"
"Fresh or chilled red meats 2/","Canada","Million dollars","2018","2007.4"
"Fresh or chilled red meats 2/","Canada","Million dollars","2017","1972"
"Fresh or chilled red meats 2/","Canada","Million dollars","2016","1938.3"
"Fresh or chilled red meats 2/","Canada","Million dollars","2015","1948.1"
"Fresh or chilled red meats 2/","Canada","Million dollars","2014","2067.9"
"Fresh or chilled red meats 2/","Canada","Million dollars","2013","1589.6"
"Fresh or chilled red meats 2/","Canada","Million dollars","2012","1438.4"
"Fresh or chilled red meats 2/","Canada","Million dollars","2011","1547.1"
"Fresh or chilled red meats 2/","Canada","Million dollars","2010","1522.6"
"Fresh or chilled red meats 2/","Canada","Million dollars","2009","1210"
"Fresh or chilled red meats 2/","Canada","Million dollars","2008","1318.3"
"Fresh or chilled red meats 2/","Canada","Million dollars","2007","1392.4"
"Fresh or chilled red meats 2/","Canada","Million dollars","2006","1487.9"
"Fresh or chilled red meats 2/","Canada","Million dollars","2005","1859.2"
"Fresh or chilled red meats 2/","Canada","Million dollars","2004","1787"
"Fresh or chilled red meats 2/","Canada","Million dollars","2003","1377.3"
"Fresh or chilled red meats 2/","Canada","Million dollars","2002","1557.3"
"Fresh or chilled red meats 2/","Canada","Million dollars","2001","1592.8"
"Fresh or chilled red meats 2/","Canada","Million dollars","2000","1405.8"
"Fresh or chilled red meats 2/","Canada","Million dollars","1999","1236.0999999999999"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2023","1638.2"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2022","1735.2"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2021","1789.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2020","1329.5"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2019","1186.9000000000001"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2018","1038.9000000000001"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2017","970.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2016","960.3"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2015","932.9"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2014","752.1"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2013","517"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2012","500.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2011","313.89999999999998"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2010","208.5"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2009","117.1"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2008","80.599999999999994"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2007","89.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2006","72"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2005","41.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2004","30.2"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2003","22.7"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2002","12.4"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2001","11.6"
"Fresh or chilled red meats 2/","Mexico","Million dollars","2000","7.8"
"Fresh or chilled red meats 2/","Mexico","Million dollars","1999","5.3"
"Fresh or chilled red meats 2/","Australia","Million dollars","2023","756.6"
"Fresh or chilled red meats 2/","Australia","Million dollars","2022","570.20000000000005"
"Fresh or chilled red meats 2/","Australia","Million dollars","2021","649.4"
"Fresh or chilled red meats 2/","Australia","Million dollars","2020","641.9"
"Fresh or chilled red meats 2/","Australia","Million dollars","2019","595.70000000000005"
"Fresh or chilled red meats 2/","Australia","Million dollars","2018","542.20000000000005"
"Fresh or chilled red meats 2/","Australia","Million dollars","2017","521.5"
"Fresh or chilled red meats 2/","Australia","Million dollars","2016","533.6"
"Fresh or chilled red meats 2/","Australia","Million dollars","2015","768.4"
"Fresh or chilled red meats 2/","Australia","Million dollars","2014","510.4"
"Fresh or chilled red meats 2/","Australia","Million dollars","2013","267.3"
"Fresh or chilled red meats 2/","Australia","Million dollars","2012","243.1"
"Fresh or chilled red meats 2/","Australia","Million dollars","2011","188.6"
"Fresh or chilled red meats 2/","Australia","Million dollars","2010","170.7"
"Fresh or chilled red meats 2/","Australia","Million dollars","2009","169.3"
"Fresh or chilled red meats 2/","Australia","Million dollars","2008","206.1"
"Fresh or chilled red meats 2/","Australia","Million dollars","2007","247.3"
"Fresh or chilled red meats 2/","Australia","Million dollars","2006","208.1"
"Fresh or chilled red meats 2/","Australia","Million dollars","2005","134"
"Fresh or chilled red meats 2/","Australia","Million dollars","2004","173.4"
"Fresh or chilled red meats 2/","Australia","Million dollars","2003","175.9"
"Fresh or chilled red meats 2/","Australia","Million dollars","2002","128.19999999999999"
"Fresh or chilled red meats 2/","Australia","Million dollars","2001","106"
"Fresh or chilled red meats 2/","Australia","Million dollars","2000","38.5"
"Fresh or chilled red meats 2/","Australia","Million dollars","1999","32.200000000000003"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2023","102.8"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2022","94"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2021","85.6"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2020","79.2"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2019","53.7"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2018","37.6"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2017","32.4"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2016","46.3"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2015","46.4"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2014","37.299999999999997"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2013","19.399999999999999"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2012","21.8"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2011","41.2"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2010","22.3"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2009","18.2"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2008","23.7"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2007","21.9"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2006","11.9"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2005","13.5"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2004","16.5"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2003","13.2"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2002","12"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2001","11.6"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","2000","6.2"
"Fresh or chilled red meats 2/","Nicaragua","Million dollars","1999","3.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2023","81"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2022","87.2"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2021","86.5"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2020","44.2"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2019","36.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2018","27.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2017","25.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2016","28"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2015","18.7"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2014","12.4"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2013","9.1"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2012","11.3"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2011","7"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2010","10.3"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2009","6.1"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2008","13.9"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2007","26.5"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2006","32.6"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2005","26.5"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2004","34.700000000000003"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2003","30.5"
"Fresh or chilled red meats 2/","New Zealand","Million dollars","2002","20.8"
