"category","country","unit","year","value"
"Total fruit and preparations 1/","Canada","Million dollars","1999","166.1"
"Total fruit and preparations 1/","Brazil","Million dollars","2023","1005.3"
"Total fruit and preparations 1/","Brazil","Million dollars","2022","730.5"
"Total fruit and preparations 1/","Brazil","Million dollars","2021","535.29999999999995"
"Total fruit and preparations 1/","Brazil","Million dollars","2020","386.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2019","514.6"
"Total fruit and preparations 1/","Brazil","Million dollars","2018","613.4"
"Total fruit and preparations 1/","Brazil","Million dollars","2017","460.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2016","392.6"
"Total fruit and preparations 1/","Brazil","Million dollars","2015","415.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2014","486.4"
"Total fruit and preparations 1/","Brazil","Million dollars","2013","362.4"
"Total fruit and preparations 1/","Brazil","Million dollars","2012","300.3"
"Total fruit and preparations 1/","Brazil","Million dollars","2011","394.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2010","347"
"Total fruit and preparations 1/","Brazil","Million dollars","2009","303.3"
"Total fruit and preparations 1/","Brazil","Million dollars","2008","397.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2007","509"
"Total fruit and preparations 1/","Brazil","Million dollars","2006","302.89999999999998"
"Total fruit and preparations 1/","Brazil","Million dollars","2005","256.89999999999998"
"Total fruit and preparations 1/","Brazil","Million dollars","2004","147.1"
"Total fruit and preparations 1/","Brazil","Million dollars","2003","210.3"
"Total fruit and preparations 1/","Brazil","Million dollars","2002","127.9"
"Total fruit and preparations 1/","Brazil","Million dollars","2001","123"
"Total fruit and preparations 1/","Brazil","Million dollars","2000","159.30000000000001"
"Total fruit and preparations 1/","Brazil","Million dollars","1999","224.4"
"Total fruit and preparations 1/","Ecuador","Million dollars","2023","732.8"
"Total fruit and preparations 1/","Ecuador","Million dollars","2022","620.9"
"Total fruit and preparations 1/","Ecuador","Million dollars","2021","617"
"Total fruit and preparations 1/","Ecuador","Million dollars","2020","581"
"Total fruit and preparations 1/","Ecuador","Million dollars","2019","524.20000000000005"
"Total fruit and preparations 1/","Ecuador","Million dollars","2018","543.70000000000005"
"Total fruit and preparations 1/","Ecuador","Million dollars","2017","461.7"
"Total fruit and preparations 1/","Ecuador","Million dollars","2016","603.9"
"Total fruit and preparations 1/","Ecuador","Million dollars","2015","569.70000000000005"
"Total fruit and preparations 1/","Ecuador","Million dollars","2014","524"
"Total fruit and preparations 1/","Ecuador","Million dollars","2013","516.9"
"Total fruit and preparations 1/","Ecuador","Million dollars","2012","525.6"
"Total fruit and preparations 1/","Ecuador","Million dollars","2011","559.9"
"Total fruit and preparations 1/","Ecuador","Million dollars","2010","519.1"
"Total fruit and preparations 1/","Ecuador","Million dollars","2009","528"
"Total fruit and preparations 1/","Ecuador","Million dollars","2008","384.7"
"Total fruit and preparations 1/","Ecuador","Million dollars","2007","362"
"Total fruit and preparations 1/","Ecuador","Million dollars","2006","383.6"
"Total fruit and preparations 1/","Ecuador","Million dollars","2005","320.2"
"Total fruit and preparations 1/","Ecuador","Million dollars","2004","303"
"Total fruit and preparations 1/","Ecuador","Million dollars","2003","323.2"
"Total fruit and preparations 1/","Ecuador","Million dollars","2002","327.39999999999998"
"Total fruit and preparations 1/","Ecuador","Million dollars","2001","293.3"
"Total fruit and preparations 1/","Ecuador","Million dollars","2000","280.60000000000002"
"Total fruit and preparations 1/","Ecuador","Million dollars","1999","350.6"
"Total fruit and preparations 1/","Thailand","Million dollars","2023","596.6"
"Total fruit and preparations 1/","Thailand","Million dollars","2022","715.2"
"Total fruit and preparations 1/","Thailand","Million dollars","2021","622.5"
"Total fruit and preparations 1/","Thailand","Million dollars","2020","535.79999999999995"
"Total fruit and preparations 1/","Thailand","Million dollars","2019","522.9"
"Total fruit and preparations 1/","Thailand","Million dollars","2018","452.1"
"Total fruit and preparations 1/","Thailand","Million dollars","2017","445.4"
"Total fruit and preparations 1/","Thailand","Million dollars","2016","497.8"
"Total fruit and preparations 1/","Thailand","Million dollars","2015","446"
"Total fruit and preparations 1/","Thailand","Million dollars","2014","400.1"
"Total fruit and preparations 1/","Thailand","Million dollars","2013","410.5"
"Total fruit and preparations 1/","Thailand","Million dollars","2012","388.1"
"Total fruit and preparations 1/","Thailand","Million dollars","2011","393.3"
"Total fruit and preparations 1/","Thailand","Million dollars","2010","363.5"
"Total fruit and preparations 1/","Thailand","Million dollars","2009","355.1"
"Total fruit and preparations 1/","Thailand","Million dollars","2008","353.3"
"Total fruit and preparations 1/","Thailand","Million dollars","2007","297.5"
"Total fruit and preparations 1/","Thailand","Million dollars","2006","282.3"
"Total fruit and preparations 1/","Thailand","Million dollars","2005","259.8"
"Total fruit and preparations 1/","Thailand","Million dollars","2004","252.5"
"Total fruit and preparations 1/","Thailand","Million dollars","2003","212.2"
"Total fruit and preparations 1/","Thailand","Million dollars","2002","165.1"
"Total fruit and preparations 1/","Thailand","Million dollars","2001","145.6"
"Total fruit and preparations 1/","Thailand","Million dollars","2000","143.30000000000001"
"Total fruit and preparations 1/","Thailand","Million dollars","1999","197.2"
"Total fruit and preparations 1/","China","Million dollars","2023","596"
"Total fruit and preparations 1/","China","Million dollars","2022","804.1"
"Total fruit and preparations 1/","China","Million dollars","2021","608.20000000000005"
"Total fruit and preparations 1/","China","Million dollars","2020","691.8"
"Total fruit and preparations 1/","China","Million dollars","2019","571.20000000000005"
"Total fruit and preparations 1/","China","Million dollars","2018","1116.3"
"Total fruit and preparations 1/","China","Million dollars","2017","932.9"
"Total fruit and preparations 1/","China","Million dollars","2016","953.4"
"Total fruit and preparations 1/","China","Million dollars","2015","990.6"
"Total fruit and preparations 1/","China","Million dollars","2014","1023.5"
"Total fruit and preparations 1/","China","Million dollars","2013","1198.5"
"Total fruit and preparations 1/","China","Million dollars","2012","1258.5"
"Total fruit and preparations 1/","China","Million dollars","2011","1138.0999999999999"
"Total fruit and preparations 1/","China","Million dollars","2010","885.8"
"Total fruit and preparations 1/","China","Million dollars","2009","838.2"
"Total fruit and preparations 1/","China","Million dollars","2008","1194.9000000000001"
"Total fruit and preparations 1/","China","Million dollars","2007","888"
"Total fruit and preparations 1/","China","Million dollars","2006","550"
"Total fruit and preparations 1/","China","Million dollars","2005","470"
"Total fruit and preparations 1/","China","Million dollars","2004","390.5"
"Total fruit and preparations 1/","China","Million dollars","2003","288.7"
"Total fruit and preparations 1/","China","Million dollars","2002","183.9"
"Total fruit and preparations 1/","China","Million dollars","2001","126.1"
"Total fruit and preparations 1/","China","Million dollars","2000","107.9"
"Total fruit and preparations 1/","China","Million dollars","1999","87.4"
"Total fruit and preparations 1/","Rest of world","Million dollars","2023","4915.2"
"Total fruit and preparations 1/","Rest of world","Million dollars","2022","4893.8999999999996"
"Total fruit and preparations 1/","Rest of world","Million dollars","2021","3954.2"
"Total fruit and preparations 1/","Rest of world","Million dollars","2020","3363.8"
"Total fruit and preparations 1/","Rest of world","Million dollars","2019","3248.6"
"Total fruit and preparations 1/","Rest of world","Million dollars","2018","3067.5"
"Total fruit and preparations 1/","Rest of world","Million dollars","2017","2778"
"Total fruit and preparations 1/","Rest of world","Million dollars","2016","2764.5"
"Total fruit and preparations 1/","Rest of world","Million dollars","2015","2803.9"
"Total fruit and preparations 1/","Rest of world","Million dollars","2014","2557"
"Total fruit and preparations 1/","Rest of world","Million dollars","2013","2418.1"
"Total fruit and preparations 1/","Rest of world","Million dollars","2012","2346.9"
"Total fruit and preparations 1/","Rest of world","Million dollars","2011","2310"
"Total fruit and preparations 1/","Rest of world","Million dollars","2010","1976.3"
"Total fruit and preparations 1/","Rest of world","Million dollars","2009","1827.2"
"Total fruit and preparations 1/","Rest of world","Million dollars","2008","1959.7"
"Total fruit and preparations 1/","Rest of world","Million dollars","2007","1939.4"
"Total fruit and preparations 1/","Rest of world","Million dollars","2006","1715.8"
"Total fruit and preparations 1/","Rest of world","Million dollars","2005","1623.7"
"Total fruit and preparations 1/","Rest of world","Million dollars","2004","1475.1"
"Total fruit and preparations 1/","Rest of world","Million dollars","2003","1486.9"
"Total fruit and preparations 1/","Rest of world","Million dollars","2002","1447.4"
"Total fruit and preparations 1/","Rest of world","Million dollars","2001","1383.1"
"Total fruit and preparations 1/","Rest of world","Million dollars","2000","1482.7"
"Total fruit and preparations 1/","Rest of world","Million dollars","1999","1444"
"Total fruit and preparations 1/","World","Million dollars","2023","27633.1"
"Total fruit and preparations 1/","World","Million dollars","2022","27104.5"
"Total fruit and preparations 1/","World","Million dollars","2021","23701.8"
"Total fruit and preparations 1/","World","Million dollars","2020","20521"
"Total fruit and preparations 1/","World","Million dollars","2019","20354.7"
"Total fruit and preparations 1/","World","Million dollars","2018","19623.400000000001"
"Total fruit and preparations 1/","World","Million dollars","2017","18416.5"
"Total fruit and preparations 1/","World","Million dollars","2016","17191.5"
"Total fruit and preparations 1/","World","Million dollars","2015","15998.4"
"Total fruit and preparations 1/","World","Million dollars","2014","14834.8"
"Total fruit and preparations 1/","World","Million dollars","2013","13637.6"
"Total fruit and preparations 1/","World","Million dollars","2012","12571"
"Total fruit and preparations 1/","World","Million dollars","2011","12006.3"
"Total fruit and preparations 1/","World","Million dollars","2010","10685"
"Total fruit and preparations 1/","World","Million dollars","2009","9668.5"
"Total fruit and preparations 1/","World","Million dollars","2008","9919.2999999999993"
"Total fruit and preparations 1/","World","Million dollars","2007","9257.5"
"Total fruit and preparations 1/","World","Million dollars","2006","7737.9"
"Total fruit and preparations 1/","World","Million dollars","2005","6935.3"
"Total fruit and preparations 1/","World","Million dollars","2004","5964.1"
"Total fruit and preparations 1/","World","Million dollars","2003","5561.9"
"Total fruit and preparations 1/","World","Million dollars","2002","5074.6000000000004"
"Total fruit and preparations 1/","World","Million dollars","2001","4677.7"
"Total fruit and preparations 1/","World","Million dollars","2000","4647.3999999999996"
"Total fruit and preparations 1/","World","Million dollars","1999","4793.7"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2023","15206.9"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2022","15144.7"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2021","14753.6"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2020","14183.1"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2019","13900.7"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2018","14065.3"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2017","13624.4"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2016","13269.2"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2015","12884"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2014","12175.5"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2013","11849.1"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2012","11047.4"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2011","10384.700000000001"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2010","10068.200000000001"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2009","9416.9"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2008","9690.7999999999993"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2007","9836.7000000000007"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2006","9029.7999999999993"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2005","8691.4"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2004","8360.4"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2003","8224.9"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2002","7944.2"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2001","7492.6"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","2000","7639.5"
"Total fruit and preparations 1/","World (quantity)","1,000 metric tons","1999","7835.3"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2023","9618.7999999999993"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2022","9220.9"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2021","8524"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2020","7097.4"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2019","7229.6"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2018","6108.7"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2017","6195.2"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2016","5117.8999999999996"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2015","4454.5"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2014","3904.4"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2013","3258.2"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2012","2861.3"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2011","2493.1999999999998"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2010","2386.9"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2009","1991.7"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2008","1727.9"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2007","1651.6"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2006","1159.5999999999999"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2005","1216.8"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2004","905.9"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2003","757.4"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2002","666.9"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2001","667.4"
"Fresh or chilled fruit 2/","Mexico","Million dollars","2000","607.6"
"Fresh or chilled fruit 2/","Mexico","Million dollars","1999","768.9"
"Fresh or chilled fruit 2/","Peru","Million dollars","2023","2287.1"
"Fresh or chilled fruit 2/","Peru","Million dollars","2022","2154"
"Fresh or chilled fruit 2/","Peru","Million dollars","2021","1671.2"
"Fresh or chilled fruit 2/","Peru","Million dollars","2020","1503.2"
"Fresh or chilled fruit 2/","Peru","Million dollars","2019","1296.3"
"Fresh or chilled fruit 2/","Peru","Million dollars","2018","1033.2"
"Fresh or chilled fruit 2/","Peru","Million dollars","2017","772.4"
"Fresh or chilled fruit 2/","Peru","Million dollars","2016","587.79999999999995"
"Fresh or chilled fruit 2/","Peru","Million dollars","2015","491.8"
"Fresh or chilled fruit 2/","Peru","Million dollars","2014","402.5"
"Fresh or chilled fruit 2/","Peru","Million dollars","2013","218.4"
"Fresh or chilled fruit 2/","Peru","Million dollars","2012","180.2"
"Fresh or chilled fruit 2/","Peru","Million dollars","2011","187"
"Fresh or chilled fruit 2/","Peru","Million dollars","2010","107.7"
"Fresh or chilled fruit 2/","Peru","Million dollars","2009","79.7"
"Fresh or chilled fruit 2/","Peru","Million dollars","2008","81.7"
"Fresh or chilled fruit 2/","Peru","Million dollars","2007","64.5"
"Fresh or chilled fruit 2/","Peru","Million dollars","2006","54.7"
"Fresh or chilled fruit 2/","Peru","Million dollars","2005","41.8"
"Fresh or chilled fruit 2/","Peru","Million dollars","2004","30.1"
"Fresh or chilled fruit 2/","Peru","Million dollars","2003","25"
"Fresh or chilled fruit 2/","Peru","Million dollars","2002","31.9"
"Fresh or chilled fruit 2/","Peru","Million dollars","2001","19.600000000000001"
"Fresh or chilled fruit 2/","Peru","Million dollars","2000","14.3"
"Fresh or chilled fruit 2/","Peru","Million dollars","1999","13.1"
"Fresh or chilled fruit 2/","Chile","Million dollars","2023","1589.3"
"Fresh or chilled fruit 2/","Chile","Million dollars","2022","1710.3"
"Fresh or chilled fruit 2/","Chile","Million dollars","2021","1690.9"
"Fresh or chilled fruit 2/","Chile","Million dollars","2020","1568.6"
"Fresh or chilled fruit 2/","Chile","Million dollars","2019","1694.8"
"Fresh or chilled fruit 2/","Chile","Million dollars","2018","1921"
"Fresh or chilled fruit 2/","Chile","Million dollars","2017","1752.9"
"Fresh or chilled fruit 2/","Chile","Million dollars","2016","1926.5"
"Fresh or chilled fruit 2/","Chile","Million dollars","2015","1636.7"
"Fresh or chilled fruit 2/","Chile","Million dollars","2014","1534.2"
"Fresh or chilled fruit 2/","Chile","Million dollars","2013","1576.3"
"Fresh or chilled fruit 2/","Chile","Million dollars","2012","1248"
"Fresh or chilled fruit 2/","Chile","Million dollars","2011","1345.8"
"Fresh or chilled fruit 2/","Chile","Million dollars","2010","1401"
"Fresh or chilled fruit 2/","Chile","Million dollars","2009","1270.4000000000001"
"Fresh or chilled fruit 2/","Chile","Million dollars","2008","1261.5999999999999"
"Fresh or chilled fruit 2/","Chile","Million dollars","2007","1172.8"
"Fresh or chilled fruit 2/","Chile","Million dollars","2006","1160.4000000000001"
"Fresh or chilled fruit 2/","Chile","Million dollars","2005","1002.5"
"Fresh or chilled fruit 2/","Chile","Million dollars","2004","879.5"
"Fresh or chilled fruit 2/","Chile","Million dollars","2003","761.7"
"Fresh or chilled fruit 2/","Chile","Million dollars","2002","751.3"
"Fresh or chilled fruit 2/","Chile","Million dollars","2001","611"
"Fresh or chilled fruit 2/","Chile","Million dollars","2000","606.1"
"Fresh or chilled fruit 2/","Chile","Million dollars","1999","510.6"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2023","1430.5"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2022","1295.8"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2021","1229.9000000000001"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2020","1157.5999999999999"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2019","1188.3"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2018","1223"
"Fresh or chilled fruit 2/","Guatemala","Million dollars","2017","1175.9000000000001"
