"category","country","unit","year","value","sheet"
"Total vegetable oils ","Indonesia","Million dollars","2021",2004.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2020",945.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2019",882.4,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2018",1065.3,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2017",1275.8,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2016",906.8,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2015",663.2,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2014",664.5,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2013",456.2,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2012",191.6,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2011",360.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2010",105.7,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2009",184.8,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2008",240,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2007",102,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2006",95.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2005",95.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2004",50.7,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2003",24.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2002",35.4,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2001",23,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","2000",92.9,"VegOils"
"Total vegetable oils ","Indonesia","Million dollars","1999",83.7,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2023",809.6,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2022",856.3,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2021",489.5,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2020",321.2,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2019",538.2,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2018",553.3,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2017",576.7,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2016",532.8,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2015",341,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2014",424.5,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2013",227.6,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2012",226.9,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2011",196.1,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2010",208.1,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2009",166.8,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2008",197.9,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2007",168.3,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2006",178.6,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2005",151.1,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2004",126.3,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2003",96.5,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2002",84.7,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2001",56,"VegOils"
"Total vegetable oils ","Spain","Million dollars","2000",63.7,"VegOils"
"Total vegetable oils ","Spain","Million dollars","1999",56.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2023",807.6,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2022",686.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2021",552.3,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2020",528.2,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2019",497,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2018",555.9,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2017",582.3,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2016",565.2,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2015",533.7,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2014",542.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2013",560.4,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2012",532.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2011",524.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2010",491.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2009",526.9,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2008",629.6,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2007",583.6,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2006",629.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2005",566.9,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2004",484.8,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2003",365.9,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2002",318.4,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2001",275.5,"VegOils"
"Total vegetable oils ","Italy","Million dollars","2000",312.6,"VegOils"
"Total vegetable oils ","Italy","Million dollars","1999",231,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2023",387.3,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2022",314.5,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2021",234.8,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2020",225.9,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2019",166.1,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2018",154.1,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2017",115.6,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2016",113,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2015",92.6,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2014",90.5,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2013",82.6,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2012",76.3,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2011",62,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2010",46.9,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2009",41.4,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2008",75.5,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2007",61.1,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2006",46.3,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2005",42.7,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2004",29.9,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2003",23.3,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2002",17.2,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2001",19.1,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","2000",15.9,"VegOils"
"Total vegetable oils ","Mexico","Million dollars","1999",21.8,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2023",359.9,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2022",604.3,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2021",530.2,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2020",344.1,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2019",353.3,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2018",534.5,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2017",555.4,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2016",497.7,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2015",531.9,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2014",548,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2013",455.9,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2012",531.5,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2011",603,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2010",445.8,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2009",265,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2008",469.9,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2007",313.9,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2006",221,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2005",191.2,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2004",201.8,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2003",135.4,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2002",137.7,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2001",143.3,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","2000",189.2,"VegOils"
"Total vegetable oils ","Philippines","Million dollars","1999",167.5,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2023",287.1,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2022",132.4,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2021",93,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2020",63.7,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2019",58.6,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2018",110.6,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2017",69.4,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2016",23.2,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2015",18,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2014",16.5,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2013",98.7,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2012",14.6,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2011",5.7,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2010",21.5,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2009",23.9,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2008",14.6,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2007",42.2,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2006",41.8,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2005",55.7,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2004",27.9,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2003",35.3,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2002",12.1,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2001",22.2,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","2000",13,"VegOils"
"Total vegetable oils ","Turkey","Million dollars","1999",27.9,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2023",1505.5,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2022",1768.5,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2021",1478.9,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2020",1557.7,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2019",1131.6,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2018",1311.1,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2017",1110.8,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2016",1128.9,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2015",1410.5,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2014",1330.2,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2013",1587.4,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2012",1824.2,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2011",2135.8,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2010",1413.2,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2009",1169.3,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2008",1634.7,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2007",1005.1,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2006",746.3,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2005",573.9,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2004",613.4,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2003",331.1,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2002",258.4,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2001",200.7,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","2000",212.4,"VegOils"
"Total vegetable oils ","Rest of world","Million dollars","1999",250.9,"VegOils"
"Total vegetable oils ","World","Million dollars","2023",11350.6,"VegOils"
"Total vegetable oils ","World","Million dollars","2022",11455.3,"VegOils"
"Total vegetable oils ","World","Million dollars","2021",8485.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2020",5679.8,"VegOils"
"Total vegetable oils ","World","Million dollars","2019",5370.9,"VegOils"
"Total vegetable oils ","World","Million dollars","2018",6009.6,"VegOils"
"Total vegetable oils ","World","Million dollars","2017",6199.9,"VegOils"
"Total vegetable oils ","World","Million dollars","2016",5519.4,"VegOils"
"Total vegetable oils ","World","Million dollars","2015",5120.7,"VegOils"
"Total vegetable oils ","World","Million dollars","2014",5243.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2013",5136.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2012",5318.8,"VegOils"
"Total vegetable oils ","World","Million dollars","2011",5931.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2010",3824.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2009",3336.4,"VegOils"
"Total vegetable oils ","World","Million dollars","2008",4678.2,"VegOils"
"Total vegetable oils ","World","Million dollars","2007",2957.5,"VegOils"
"Total vegetable oils ","World","Million dollars","2006",2422.8,"VegOils"
"Total vegetable oils ","World","Million dollars","2005",2015.4,"VegOils"
"Total vegetable oils ","World","Million dollars","2004",1896,"VegOils"
"Total vegetable oils ","World","Million dollars","2003",1286,"VegOils"
"Total vegetable oils ","World","Million dollars","2002",1087.3,"VegOils"
"Total vegetable oils ","World","Million dollars","2001",945,"VegOils"
"Total vegetable oils ","World","Million dollars","2000",1113.2,"VegOils"
"Total vegetable oils ","World","Million dollars","1999",1114.6,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2023",6605.2,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2022",5766.2,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2021",5366.1,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2020",4889.5,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2019",4955.9,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2018",4867.5,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2017",4875,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2016",4723.4,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2015",4332.6,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2014",4136.4,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2013",4028.6,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2012",3739.1,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2011",3925.6,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2010",3363.6,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2009",3192.5,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2008",3267.9,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2007",2691.4,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2006",2467.9,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2005",1984,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2004",1917.2,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2003",1514,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2002",1620.1,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2001",1585.4,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","2000",1556.1,"VegOils"
"Total vegetable oils ","World (quantity)","1,000 metric tons","1999",1363.8,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2023",1290.6,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2022",865.9,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2021",520,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2020",188.6,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2019",220.9,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2018",247.2,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2017",387.7,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2016",402.9,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2015",356.8,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2014",464,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2013",371,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2012",498.4,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2011",715.4,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2010",377.1,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2009",369,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2008",539.5,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2007",230.1,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2006",161.3,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2005",78.4,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2004",59.6,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2003",50.8,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2002",41,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2001",3.2,"VegOils"
"Crude vegetable oils","Canada","Million dollars","2000",2.8,"VegOils"
"Crude vegetable oils","Canada","Million dollars","1999",2.9,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2023",150,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2022",228.4,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2021",197.1,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2020",134,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2019",125,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2018",197.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2017",156.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2016",133.3,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2015",163.4,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2014",200.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2013",149.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2012",165.4,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2011",261.3,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2010",238,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2009",143.5,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2008",267.8,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2007",184.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2006",122.2,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2005",108,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2004",145.8,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2003",89.7,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2002",94.3,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2001",100.4,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","2000",128.7,"VegOils"
"Crude vegetable oils","Philippines","Million dollars","1999",116.9,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2023",52.3,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2022",58.4,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2021",49.9,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2020",15.2,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2019",17.5,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2018",29.7,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2017",23.4,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2016",32.1,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2015",57.1,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2014",21.4,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2013",29.7,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2012",73.2,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2011",64.5,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2010",30.6,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2009",26.5,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2008",51.1,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2007",39.1,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2006",31.6,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2005",30.2,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2004",35,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2003",11.9,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2002",20.2,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2001",9.9,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","2000",11.1,"VegOils"
"Crude vegetable oils","Argentina","Million dollars","1999",4.5,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2023",46.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2022",27.2,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2021",25.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2020",20.3,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2019",20.3,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2018",17.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2017",11.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2016",16,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2015",26,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2014",31,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2013",21.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2012",18.2,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2011",12.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2010",23.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2009",20.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2008",34.7,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2007",29.4,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2006",20.2,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2005",21.5,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2004",11.2,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2003",10.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2002",8.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2001",10.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","2000",8.6,"VegOils"
"Crude vegetable oils","Mexico","Million dollars","1999",15.8,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2023",32.4,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2022",68.7,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2021",51.3,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2020",33.3,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2019",39.6,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2018",64.8,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2017",113.2,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2016",127.1,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2015",107.5,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2014",120.3,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2013",88.5,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2012",93.2,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2011",209.9,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2010",47.8,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2009",103.8,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2008",141.1,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2007",46.7,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2006",23.5,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2005",46.7,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2004",17.8,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2003",12.9,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2002",20.3,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2001",14.7,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","2000",53.5,"VegOils"
"Crude vegetable oils","Indonesia","Million dollars","1999",39.5,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2023",23.5,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2022",21,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2021",1.6,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2020",2.8,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2019",0.5,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2018",0.5,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2017",1.2,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2016",2.3,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2015",1.2,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2014",0,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2013",0,"VegOils"
"Crude vegetable oils","Spain","Million dollars","2012",0.1,"VegOils"
